Posting_Name,Department,Application_Date_time,Referral_Source,Clean_Date,Clean_Time,Referral_Count
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 14, 2018 at 02:46 PM",Facebook,September 14 2018,2:46 PM,1
Psychology Faculty - Anticipated for Fall 2019,Psychology,"September 14, 2018 at 03:13 PM",Referral by someone other than a BYU-Idaho employee,September 14 2018,3:13 PM,1
Teacher Education Full-time Faculty - Elementary Education - Anticipated for Fall 2019,Teacher Education,"September 14, 2018 at 05:02 PM",Facebook,September 14 2018,5:02 PM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 14, 2018 at 05:49 PM",Referral by BYU-Idaho employee,September 14 2018,5:49 PM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 14, 2018 at 08:17 PM",Referral by BYU-Idaho employee,September 14 2018,8:17 PM,1
Communication Faculty - Public Relations - Anticipated for Fall 2019,Communication,"September 14, 2018 at 08:47 PM",BYU-Idaho Employment Website,September 14 2018,8:47 PM,1
Music Full-time Faculty  Piano - Anticipated for Fall 2019,Music,"September 15, 2018 at 12:32 AM",LinkedIn,September 15 2018,12:32 AM,1
Psychology Faculty - Anticipated for Fall 2019,Psychology,"September 15, 2018 at 01:57 PM",Other,September 15 2018,1:57 PM,1
Psychology Faculty - Anticipated for Fall 2019,Psychology,"September 15, 2018 at 04:52 PM",BYU-Idaho Employment Website,September 15 2018,4:52 PM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 15, 2018 at 04:54 PM",Referral by BYU-Idaho employee,September 15 2018,4:54 PM,1
Psychology Faculty - Anticipated for Fall 2019,Psychology,"September 15, 2018 at 05:43 PM",BYU-Idaho Employment Website,September 15 2018,5:43 PM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 15, 2018 at 05:55 PM",Referral by BYU-Idaho employee,September 15 2018,5:55 PM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 15, 2018 at 07:52 PM",Other,September 15 2018,7:52 PM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"September 15, 2018 at 08:54 PM",BYU-Idaho Employment Website,September 15 2018,8:54 PM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 15, 2018 at 09:08 PM",BYU-Idaho Employment Website,September 15 2018,9:08 PM,1
Communication Faculty - Public Relations - Anticipated for Fall 2019,Communication,"September 15, 2018 at 09:20 PM",BYU-Idaho Employment Website,September 15 2018,9:20 PM,1
Communication Faculty - Public Relations - Anticipated for Fall 2019,Communication,"September 15, 2018 at 09:58 PM",Referral by BYU-Idaho employee,September 15 2018,9:58 PM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 15, 2018 at 10:14 PM",Referral by BYU-Idaho employee,September 15 2018,10:14 PM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 15, 2018 at 11:30 PM",Referral by BYU-Idaho employee,September 15 2018,11:30 PM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 15, 2018 at 11:59 PM",Referral by BYU-Idaho employee,September 15 2018,11:59 PM,1
Health Services Full-time Faculty - Healthcare Administration - Anticipated for Fall 2019,Health Services,"September 16, 2018 at 11:10 PM",BYU-Idaho Employment Website,September 16 2018,11:10 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"September 17, 2018 at 03:54 AM",BYU-Idaho Employment Website,September 17 2018,3:54 AM,1
Teacher Education Full-time Faculty - Secondary Education - Anticipated for Fall 2019,Teacher Education,"September 17, 2018 at 04:14 PM",BYU-Idaho Employment Website,September 17 2018,4:14 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"September 17, 2018 at 04:32 PM",BYU-Idaho Employment Website,September 17 2018,4:32 PM,1
Teacher Education Full-time Faculty - Secondary Education - Anticipated for Fall 2019,Teacher Education,"September 17, 2018 at 06:10 PM",BYU-Idaho Employment Website,September 17 2018,6:10 PM,1
Music Full-time Faculty - Music Education (Band Education) - Anticipated for Fall 2019,Music,"September 17, 2018 at 08:43 PM",Referral by BYU-Idaho employee,September 17 2018,8:43 PM,1
Music Full-time Faculty - Music Education (Band Education) - Anticipated for Fall 2019,Music,"September 18, 2018 at 07:50 AM",Facebook,September 18 2018,7:50 AM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 18, 2018 at 04:27 PM",Referral by BYU-Idaho employee,September 18 2018,4:27 PM,1
Art Faculty (Painting ) - Anticipated for Fall 2019,Art,"September 18, 2018 at 04:28 PM",BYU-Idaho Employment Website,September 18 2018,4:28 PM,1
Mathematics - Full-time Faculty - Math Education - Anticipated for Fall 2019,Mathematics,"September 18, 2018 at 08:05 PM",Referral by BYU-Idaho employee,September 18 2018,8:05 PM,1
Computer Science Faculty - 3 Openings Anticipated for Fall 2019,Computer Science & Elec Engineering,"September 18, 2018 at 10:45 PM",BYU-Idaho Employment Website,September 18 2018,10:45 PM,1
Computer Science Faculty - 3 Openings Anticipated for Fall 2019,Computer Science & Elec Engineering,"September 18, 2018 at 10:50 PM",BYU-Idaho Employment Website,September 18 2018,10:50 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"September 19, 2018 at 08:48 AM",Other,September 19 2018,8:48 AM,1
Teacher Education Full-time Faculty - Secondary Education - Anticipated for Fall 2019,Teacher Education,"September 19, 2018 at 11:05 AM",Facebook,September 19 2018,11:05 AM,1
Art Faculty (Painting ) - Anticipated for Fall 2019,Art,"September 19, 2018 at 12:09 PM",BYU-Idaho Employment Website,September 19 2018,12:09 PM,1
Teacher Education Full-time Faculty - Secondary Education - Anticipated for Fall 2019,Teacher Education,"September 19, 2018 at 02:19 PM",Referral by someone other than a BYU-Idaho employee,September 19 2018,2:19 PM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"September 19, 2018 at 04:13 PM",Referral by someone other than a BYU-Idaho employee,September 19 2018,4:13 PM,1
Health Services Full-time Faculty - Healthcare Administration - Anticipated for Fall 2019,Health Services,"September 19, 2018 at 06:05 PM",Other,September 19 2018,6:05 PM,1
Teacher Education Full-time Faculty - Elementary Education - Anticipated for Fall 2019,Teacher Education,"September 19, 2018 at 09:19 PM",Referral by BYU-Idaho employee,September 19 2018,9:19 PM,1
Teacher Education Full-time Faculty - Secondary Education - Anticipated for Fall 2019,Teacher Education,"September 19, 2018 at 10:46 PM",BYU-Idaho Employment Website,September 19 2018,10:46 PM,1
Teacher Education Full-time Faculty - Elementary Education - Anticipated for Fall 2019,Teacher Education,"September 19, 2018 at 11:14 PM",BYU-Idaho Employment Website,September 19 2018,11:14 PM,1
Teacher Education Full-time Faculty - Elementary Education - Anticipated for Fall 2019,Teacher Education,"September 20, 2018 at 08:23 PM",BYU-Idaho Employment Website,September 20 2018,8:23 PM,1
Teacher Education Full-time Faculty - Secondary Education - Anticipated for Fall 2019,Teacher Education,"September 21, 2018 at 09:37 AM",BYU-Idaho Employment Website,September 21 2018,9:37 AM,1
Teacher Education Full-time Faculty - Elementary Education - Anticipated for Fall 2019,Teacher Education,"September 21, 2018 at 09:45 AM",BYU-Idaho Employment Website,September 21 2018,9:45 AM,1
Mathematics - Full-time Faculty - Math Education - Anticipated for Fall 2019,Mathematics,"September 21, 2018 at 09:49 AM",BYU-Idaho Employment Website,September 21 2018,9:49 AM,1
Human Performance and Recreation Full-time Faculty - Exercise Physiology - Anticipated for Fall 2019,Human Performance & Recreation,"September 21, 2018 at 09:58 AM",BYU-Idaho Employment Website,September 21 2018,9:58 AM,1
Mathematics - Full-time Faculty - Math Education - Anticipated for Fall 2019,Mathematics,"September 21, 2018 at 01:39 PM",Referral by BYU-Idaho employee,September 21 2018,1:39 PM,1
Mathematics - Full-time Faculty - Data Science/Statistics  - Anticipated 2 positions for Fall 2019,Mathematics,"September 21, 2018 at 03:34 PM",Referral by BYU-Idaho employee,September 21 2018,3:34 PM,1
Teacher Education Full-time Faculty - Elementary Education - Anticipated for Fall 2019,Teacher Education,"September 21, 2018 at 08:01 PM",BYU-Idaho Employment Website,September 21 2018,8:01 PM,1
Music Full-time Faculty - Music Education (Band Education) - Anticipated for Fall 2019,Music,"September 21, 2018 at 10:16 PM",Referral by someone other than a BYU-Idaho employee,September 21 2018,10:16 PM,1
Mathematics - Full-time Faculty - Data Science/Statistics  - Anticipated 2 positions for Fall 2019,Mathematics,"September 22, 2018 at 08:31 AM",Other,September 22 2018,8:31 AM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"September 22, 2018 at 05:13 PM",BYU-Idaho Employment Website,September 22 2018,5:13 PM,1
Teacher Education Full-time Faculty - Secondary Education - Anticipated for Fall 2019,Teacher Education,"September 22, 2018 at 06:51 PM",Referral by someone other than a BYU-Idaho employee,September 22 2018,6:51 PM,1
Academic Support Faculty  (Mathematics) - Anticipated for Fall 2019,Academic Support Centers,"September 23, 2018 at 07:22 AM",BYU-Idaho Employment Website,September 23 2018,7:22 AM,1
Music Full-time Faculty  Piano - Anticipated for Fall 2019,Music,"September 23, 2018 at 12:05 PM",Other,September 23 2018,12:05 PM,1
Health Services Full-time Faculty - Healthcare Administration - Anticipated for Fall 2019,Health Services,"September 23, 2018 at 03:14 PM",Referral by BYU-Idaho employee,September 23 2018,3:14 PM,1
Marketing Full-time Faculty - Anticipated for Fall 2019,Marketing,"September 24, 2018 at 12:20 AM",BYU-Idaho Employment Website,September 24 2018,12:20 AM,1
Teacher Education Full-time Faculty - Secondary Education - Anticipated for Fall 2019,Teacher Education,"September 24, 2018 at 08:06 AM",Referral by someone other than a BYU-Idaho employee,September 24 2018,8:06 AM,1
Health Services Full-time Faculty - Healthcare Administration - Anticipated for Fall 2019,Health Services,"September 24, 2018 at 02:51 PM",BYU-Idaho Employment Website,September 24 2018,2:51 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"September 24, 2018 at 03:01 PM",BYU-Idaho Employment Website,September 24 2018,3:01 PM,1
Teacher Education Full-time Faculty - Elementary Education - Anticipated for Fall 2019,Teacher Education,"September 24, 2018 at 03:06 PM",BYU-Idaho Employment Website,September 24 2018,3:06 PM,1
Accounting Full-time Faculty - Anticipated for Fall 2019,Accounting,"September 24, 2018 at 08:16 PM",BYU-Idaho Employment Website,September 24 2018,8:16 PM,1
Teacher Education Full-time Faculty - Secondary Education - Anticipated for Fall 2019,Teacher Education,"September 24, 2018 at 10:48 PM",BYU-Idaho Employment Website,September 24 2018,10:48 PM,1
Teacher Education Full-time Faculty - Elementary Education - Anticipated for Fall 2019,Teacher Education,"September 24, 2018 at 11:03 PM",Referral by BYU-Idaho employee,September 24 2018,11:03 PM,1
Academic Support Faculty  (Mathematics) - Anticipated for Fall 2019,Academic Support Centers,"September 24, 2018 at 11:34 PM",Referral by BYU-Idaho employee,September 24 2018,11:34 PM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"September 25, 2018 at 11:17 AM",BYU-Idaho Employment Website,September 25 2018,11:17 AM,1
Music Full-time Faculty  Piano - Anticipated for Fall 2019,Music,"September 25, 2018 at 12:19 PM",Other,September 25 2018,12:19 PM,1
Communication Faculty  - Digital & Social Media - Anticipated for Fall 2019,Communication,"September 14, 2018 at 12:29 PM",Referral by BYU-Idaho employee,September 14 2018,12:29 PM,1
Mathematics - Full-time Faculty - Math Education - Anticipated for Fall 2019,Mathematics,"September 25, 2018 at 02:04 PM",Other,September 25 2018,2:04 PM,1
Academic Support Faculty  (Mathematics) - Anticipated for Fall 2019,Academic Support Centers,"September 25, 2018 at 06:57 PM",Referral by BYU-Idaho employee,September 25 2018,6:57 PM,1
Nursing Faculty - 2 Openings Anticipated for Fall 2019,Nursing,"September 25, 2018 at 07:42 PM",Referral by BYU-Idaho employee,September 25 2018,7:42 PM,1
Human Performance and Recreation Full-time Faculty - Exercise Physiology - Anticipated for Fall 2019,Human Performance & Recreation,"September 26, 2018 at 11:59 AM",Referral by BYU-Idaho employee,September 26 2018,11:59 AM,1
Computer Science Faculty - 3 Openings Anticipated for Fall 2019,Computer Science & Elec Engineering,"September 26, 2018 at 12:00 PM",BYU-Idaho Employment Website,September 26 2018,12:00 PM,1
Computer Science Faculty - 3 Openings Anticipated for Fall 2019,Computer Science & Elec Engineering,"September 26, 2018 at 12:09 PM",Referral by BYU-Idaho employee,September 26 2018,12:09 PM,1
Health Services Full-time Faculty - Healthcare Administration - Anticipated for Fall 2019,Health Services,"September 26, 2018 at 12:43 PM",Other,September 26 2018,12:43 PM,1
Computer Science Faculty - 3 Openings Anticipated for Fall 2019,Computer Science & Elec Engineering,"September 27, 2018 at 06:45 PM",BYU-Idaho Employment Website,September 27 2018,6:45 PM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"September 27, 2018 at 07:35 PM",Referral by BYU-Idaho employee,September 27 2018,7:35 PM,1
Teacher Education Full-time Faculty - Elementary Education - Anticipated for Fall 2019,Teacher Education,"September 27, 2018 at 08:07 PM",Facebook,September 27 2018,8:07 PM,1
Academic Support Faculty  (Mathematics) - Anticipated for Fall 2019,Academic Support Centers,"September 27, 2018 at 08:16 PM",Facebook,September 27 2018,8:16 PM,1
Computer Science Faculty - 3 Openings Anticipated for Fall 2019,Computer Science & Elec Engineering,"September 28, 2018 at 09:29 AM",BYU-Idaho Employment Website,September 28 2018,9:29 AM,1
Physics - Visiting Faculty - 2 Openings Anticipated for Fall 2019,Physics,"September 28, 2018 at 02:53 PM",Referral by BYU-Idaho employee,September 28 2018,2:53 PM,1
Computer Science Faculty - 3 Openings Anticipated for Fall 2019,Computer Science & Elec Engineering,"September 28, 2018 at 06:43 PM",Referral by BYU-Idaho employee,September 28 2018,6:43 PM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"September 28, 2018 at 08:53 PM",BYU-Idaho Employment Website,September 28 2018,8:53 PM,1
Nursing Faculty - 2 Openings Anticipated for Fall 2019,Nursing,"September 28, 2018 at 11:49 PM",BYU-Idaho Employment Website,September 28 2018,11:49 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"September 29, 2018 at 03:07 AM",BYU-Idaho Employment Website,September 29 2018,3:07 AM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"September 29, 2018 at 04:03 PM",BYU-Idaho Employment Website,September 29 2018,4:03 PM,1
Computer Science Faculty - 3 Openings Anticipated for Fall 2019,Computer Science & Elec Engineering,"September 29, 2018 at 07:58 PM",Facebook,September 29 2018,7:58 PM,1
Physics - Visiting Faculty - 2 Openings Anticipated for Fall 2019,Physics,"September 29, 2018 at 08:28 PM",Other,September 29 2018,8:28 PM,1
Computer Science Faculty - 3 Openings Anticipated for Fall 2019,Computer Science & Elec Engineering,"September 29, 2018 at 09:11 PM",BYU-Idaho Employment Website,September 29 2018,9:11 PM,1
Computer Science Faculty - 3 Openings Anticipated for Fall 2019,Computer Science & Elec Engineering,"September 29, 2018 at 10:29 PM",Other,September 29 2018,10:29 PM,1
Physics - Visiting Faculty - 2 Openings Anticipated for Fall 2019,Physics,"September 29, 2018 at 11:11 PM",Referral by someone other than a BYU-Idaho employee,September 29 2018,11:11 PM,1
Mathematics - Full-time Faculty - Math Education - Anticipated for Fall 2019,Mathematics,"September 30, 2018 at 10:34 PM",BYU-Idaho Employment Website,September 30 2018,10:34 PM,1
Academic Support Faculty  (Mathematics) - Anticipated for Fall 2019,Academic Support Centers,"September 30, 2018 at 10:40 PM",BYU-Idaho Employment Website,September 30 2018,10:40 PM,1
Human Performance and Recreation Full-time Faculty - Exercise Physiology - Anticipated for Fall 2019,Human Performance & Recreation,"September 30, 2018 at 11:36 PM",BYU-Idaho Employment Website,September 30 2018,11:36 PM,1
Human Performance and Recreation Full-time Faculty - Exercise Physiology - Anticipated for Fall 2019,Human Performance & Recreation,"October 01, 2018 at 09:58 AM",Referral by BYU-Idaho employee,October 01 2018,9:58 AM,1
Music Full-time Faculty  Piano - Anticipated for Fall 2019,Music,"October 01, 2018 at 10:30 AM",BYU-Idaho Employment Website,October 01 2018,10:30 AM,1
Art Faculty (Painting ) - Anticipated for Fall 2019,Art,"October 01, 2018 at 12:23 PM",Referral by BYU-Idaho employee,October 01 2018,12:23 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"October 01, 2018 at 12:44 PM",Referral by BYU-Idaho employee,October 01 2018,12:44 PM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 01, 2018 at 08:56 PM",BYU-Idaho Employment Website,October 01 2018,8:56 PM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 01, 2018 at 08:57 PM",BYU-Idaho Employment Website,October 01 2018,8:57 PM,1
Mathematics - Full-time Faculty - Data Science/Statistics  - Anticipated 2 positions for Fall 2019,Mathematics,"October 02, 2018 at 06:38 AM",Referral by BYU-Idaho employee,October 02 2018,6:38 AM,1
Health Services Full-time Faculty - Healthcare Administration - Anticipated for Fall 2019,Health Services,"October 02, 2018 at 09:56 AM",Referral by BYU-Idaho employee,October 02 2018,9:56 AM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"October 02, 2018 at 02:25 PM",BYU-Idaho Employment Website,October 02 2018,2:25 PM,1
Health Services Full-time Faculty - Healthcare Administration - Anticipated for Fall 2019,Health Services,"October 02, 2018 at 05:40 PM",Referral by BYU-Idaho employee,October 02 2018,5:40 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"October 02, 2018 at 08:47 PM",BYU-Idaho Employment Website,October 02 2018,8:47 PM,1
Mathematics - Full-time Faculty - Data Science/Statistics  - Anticipated 2 positions for Fall 2019,Mathematics,"October 02, 2018 at 09:38 PM",BYU-Idaho Employment Website,October 02 2018,9:38 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"October 03, 2018 at 11:05 AM",Referral by BYU-Idaho employee,October 03 2018,11:05 AM,1
Accounting Full-time Faculty - Anticipated for Fall 2019,Accounting,"October 03, 2018 at 01:55 PM",Referral by BYU-Idaho employee,October 03 2018,1:55 PM,1
Health Services Full-time Faculty - Public Health (Health Education & Promotion)- Anticipated for Fall 2019,Health Services,"October 03, 2018 at 03:12 PM",BYU-Idaho Employment Website,October 03 2018,3:12 PM,1
Art Faculty (Painting ) - Anticipated for Fall 2019,Art,"October 03, 2018 at 04:21 PM",LinkedIn,October 03 2018,4:21 PM,1
Health Services Full-time Faculty - Public Health (Health Education & Promotion)- Anticipated for Fall 2019,Health Services,"October 03, 2018 at 09:24 PM",Referral by BYU-Idaho employee,October 03 2018,9:24 PM,1
Human Performance and Recreation Full-time Faculty - Exercise Physiology - Anticipated for Fall 2019,Human Performance & Recreation,"October 03, 2018 at 09:52 PM",Referral by BYU-Idaho employee,October 03 2018,9:52 PM,1
Health Services Full-time Faculty - Public Health (Health Education & Promotion)- Anticipated for Fall 2019,Health Services,"October 03, 2018 at 11:47 PM",BYU-Idaho Employment Website,October 03 2018,11:47 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"October 04, 2018 at 12:34 AM",Referral by someone other than a BYU-Idaho employee,October 04 2018,12:34 AM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 04, 2018 at 11:35 AM",Facebook,October 04 2018,11:35 AM,1
Academic Support Faculty  (Mathematics) - Anticipated for Fall 2019,Academic Support Centers,"October 04, 2018 at 07:39 PM",BYU-Idaho Employment Website,October 04 2018,7:39 PM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"October 04, 2018 at 08:17 PM",BYU-Idaho Employment Website,October 04 2018,8:17 PM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"October 05, 2018 at 03:49 PM",Referral by BYU-Idaho employee,October 05 2018,3:49 PM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"October 05, 2018 at 08:40 PM",BYU-Idaho Employment Website,October 05 2018,8:40 PM,1
Academic Support Faculty  (Mathematics) - Anticipated for Fall 2019,Academic Support Centers,"October 06, 2018 at 09:09 AM",BYU-Idaho Employment Website,October 06 2018,9:09 AM,1
Human Performance and Recreation Full-time Faculty - Exercise Physiology - Anticipated for Fall 2019,Human Performance & Recreation,"October 06, 2018 at 09:53 AM",BYU-Idaho Employment Website,October 06 2018,9:53 AM,1
Music Full-time Faculty  Piano - Anticipated for Fall 2019,Music,"October 07, 2018 at 01:21 PM",Other,October 07 2018,1:21 PM,1
Music Full-time Faculty  Piano - Anticipated for Fall 2019,Music,"October 07, 2018 at 03:20 PM",Other,October 07 2018,3:20 PM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 08, 2018 at 12:48 AM",Referral by BYU-Idaho employee,October 08 2018,12:48 AM,1
Accounting Full-time Faculty - Anticipated for Fall 2019,Accounting,"October 08, 2018 at 08:49 AM",BYU-Idaho Employment Website,October 08 2018,8:49 AM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"October 08, 2018 at 10:57 AM",BYU-Idaho Employment Website,October 08 2018,10:57 AM,1
Human Performance and Recreation Full-time Faculty - Exercise Physiology - Anticipated for Fall 2019,Human Performance & Recreation,"October 08, 2018 at 12:49 PM",Referral by BYU-Idaho employee,October 08 2018,12:49 PM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 08, 2018 at 03:58 PM",BYU-Idaho Employment Website,October 08 2018,3:58 PM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 08, 2018 at 04:04 PM",BYU-Idaho Employment Website,October 08 2018,4:04 PM,1
Music Full-time Faculty - Music Education (Band Education) - Anticipated for Fall 2019,Music,"October 08, 2018 at 06:58 PM",Referral by BYU-Idaho employee,October 08 2018,6:58 PM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"October 08, 2018 at 07:20 PM",Referral by someone other than a BYU-Idaho employee,October 08 2018,7:20 PM,1
Marketing Full-time Faculty - Anticipated for Fall 2019,Marketing,"October 08, 2018 at 08:20 PM",Facebook,October 08 2018,8:20 PM,1
Marketing Full-time Faculty - Anticipated for Fall 2019,Marketing,"October 08, 2018 at 09:49 PM",Referral by BYU-Idaho employee,October 08 2018,9:49 PM,1
Music Full-time Faculty  Piano - Anticipated for Fall 2019,Music,"October 08, 2018 at 10:19 PM",Other,October 08 2018,10:19 PM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 08, 2018 at 10:28 PM",Facebook,October 08 2018,10:28 PM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 09, 2018 at 08:49 AM",BYU-Idaho Employment Website,October 09 2018,8:49 AM,1
Health Services Full-time Faculty - Healthcare Administration - Anticipated for Fall 2019,Health Services,"October 09, 2018 at 11:24 AM",BYU-Idaho Employment Website,October 09 2018,11:24 AM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 09, 2018 at 06:21 PM",BYU-Idaho Employment Website,October 09 2018,6:21 PM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 09, 2018 at 09:28 PM",Other,October 09 2018,9:28 PM,1
Accounting Full-time Faculty - Anticipated for Fall 2019,Accounting,"October 09, 2018 at 11:20 PM",BYU-Idaho Employment Website,October 09 2018,11:20 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"October 09, 2018 at 11:28 PM",BYU-Idaho Employment Website,October 09 2018,11:28 PM,1
Nursing Faculty - 2 Openings Anticipated for Fall 2019,Nursing,"October 10, 2018 at 10:30 AM",Referral by BYU-Idaho employee,October 10 2018,10:30 AM,1
Mathematics - Full-time Faculty - Mathematics Science - Anticipated for Fall 2019,Mathematics,"October 10, 2018 at 02:20 PM",BYU-Idaho Employment Website,October 10 2018,2:20 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"October 10, 2018 at 03:26 PM",BYU-Idaho Employment Website,October 10 2018,3:26 PM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"October 10, 2018 at 04:07 PM",BYU-Idaho Employment Website,October 10 2018,4:07 PM,1
Marketing Full-time Faculty - Anticipated for Fall 2019,Marketing,"October 10, 2018 at 05:11 PM",BYU-Idaho Employment Website,October 10 2018,5:11 PM,1
Nursing Faculty - 2 Openings Anticipated for Fall 2019,Nursing,"October 11, 2018 at 12:12 AM",Referral by BYU-Idaho employee,October 11 2018,12:12 AM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"October 11, 2018 at 03:23 PM",BYU-Idaho Employment Website,October 11 2018,3:23 PM,1
Art Full-time Faculty (Ceramics) - Anticipated for Fall 2019,Art,"October 11, 2018 at 03:29 PM",Referral by BYU-Idaho employee,October 11 2018,3:29 PM,1
Health Services Full-time Faculty - Healthcare Administration - Anticipated for Fall 2019,Health Services,"October 11, 2018 at 04:27 PM",Referral by someone other than a BYU-Idaho employee,October 11 2018,4:27 PM,1
Music Full-time Faculty  Piano - Anticipated for Fall 2019,Music,"October 11, 2018 at 09:39 PM",Other,October 11 2018,9:39 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"October 11, 2018 at 11:32 PM",Referral by BYU-Idaho employee,October 11 2018,11:32 PM,1
Mathematics - Full-time Faculty - Math Education - Anticipated for Fall 2019,Mathematics,"October 12, 2018 at 10:03 AM",LDS Living,October 12 2018,10:03 AM,1
Academic Support Faculty  (Mathematics) - Anticipated for Fall 2019,Academic Support Centers,"October 12, 2018 at 10:10 AM",LDS Living,October 12 2018,10:10 AM,1
Music Full-time Faculty  Piano - Anticipated for Fall 2019,Music,"October 12, 2018 at 11:43 AM",Facebook,October 12 2018,11:43 AM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 12, 2018 at 11:55 AM",Other,October 12 2018,11:55 AM,1
Nursing Faculty - 2 Openings Anticipated for Fall 2019,Nursing,"October 12, 2018 at 01:07 PM",BYU-Idaho Employment Website,October 12 2018,1:07 PM,1
Health Services Full-time Faculty - Public Health (Health Education & Promotion)- Anticipated for Fall 2019,Health Services,"October 13, 2018 at 06:44 PM",BYU-Idaho Employment Website,October 13 2018,6:44 PM,1
Teacher Education Full-time Faculty - Elementary Education - 2 Openings Anticipated for Fall 2019,Teacher Education,"October 13, 2018 at 11:17 PM",BYU-Idaho Employment Website,October 13 2018,11:17 PM,1
Mathematics - Full-time Faculty - Math Education - Anticipated for Fall 2019,Mathematics,"October 14, 2018 at 09:08 PM",Facebook,October 14 2018,9:08 PM,1
Management - Full-time Faculty - Anticipated for Fall 2019,Management,"October 14, 2018 at 11:00 PM",BYU-Idaho Employment Website,October 14 2018,11:00 PM,1
Music Full-time Faculty  Piano - Anticipated for Fall 2019,Music,"October 14, 2018 at 11:23 PM",Other,October 14 2018,11:23 PM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"October 15, 2018 at 08:03 AM",BYU-Idaho Employment Website,October 15 2018,8:03 AM,1
Music Full-time Faculty - Music Education (Band Education) - Anticipated for Fall 2019,Music,"October 15, 2018 at 08:21 AM",Other,October 15 2018,8:21 AM,1
English - Full-time Faculty - Anticipated 2 positions for Fall 2019,English,"October 15, 2018 at 08:26 AM",Other,October 15 2018,8:26 AM,1
